tweet_id	tweet	label
20363	"""""""""""""""Despite the growing despair, many are finding ways to help others. Mexican grandmothers share recipes for fever remedies, Pakistani drivers deliver home-cooked meals and Nepali volunteers are distributing protective gear to those who must keep working.""""""""https://t.co/pXTXBBCavt"""""""	Nonpersonal_reports
12417	@benben3133 Boost the lungsNot yet medicine cure viruses, asthma, COPD, Chonic bronchitis, difficult breathing, but the health of the patients makes great difference. Most death cases had other diseases#coronavirus #Covid19 #asthma  #COPD #bronchitis #pneumonitis https://t.co/9MBWoNEUxG https://t.co/jGNX71xU0H	Lit-News_mentions
20572	Pandemic insomnia, my old friend. You steal my sweet dreams once again. Because POTUS won’t stop tweeting. His rants, and misspelling, unrelenting. He brags about his IQ and his brain. It makes me insane. As he denies science.(Like my song?) haha #wiunion #VoteBlue #coronavirus	Nonpersonal_reports
20956	My daughter has low fever till yesterday What can we do	Nonpersonal_reports
12489	@Olivianuzzi @ErinMPerrine do they realize that many covid-19 patients have long term residual effects from the virus, like neurological and lung damage? It kind of goes against their narrative or projection	Lit-News_mentions
30668	Me too. Negative nasal swab at 3 weeks. Negative IgG, IgA, and IgM antibodies at 10 weeks. Both were done too late, but as soon as tests were available. I got sick on March 8, after exposure on March 3.	Self_reports
30759	The problem is I get shortness of breath from stomach acid and post-nasal drip. I never used to notice but I do now my lungs are crap. How're you feeling? 	Self_reports
20540	On the emerging Kawasaki-like condition related to #COVID19 affecting children:- reported in 20 states- symptoms: stomach pain, vomiting, rash, fever- no apparent link to underlying conditions- requires immediate attention + likely hospitalization	Nonpersonal_reports
31357	I think I’ve been lucky. I can only say PV here because it was pretty clear: Wk 13 viral symptoms (GI) > Wk 14/15 PVF > Wk 16 big positive shift (and no viral symptoms since). So for me I’d say 13-14 weeks viral and 4 weeks PV. But for others viral symptoms seem to be persisting.	Self_reports
22950	I understand little is known, still, about this #coronavirus. I understand my daughter’s fears, for the safety of her daughter. I’m #quarantined in a hotel for 14 days. Today’s the first day I’m not having sweating fever, or back pain. Just fever, headache n cough 😷#AloneAlone	Nonpersonal_reports
12180	US scientists found evidence that coronavirus could infect the human brain, heightening concern about disease’s poorly understood neurological symptoms. It is among biggest questions of unknowns about the way the disease seems to affect tissues and organs in the human body.	Lit-News_mentions
20846	CW: misinformation &amp; COVID-19My brother’s also autistic and he’s an intellectual disability. He’s a couple of medical conditions too. His hay fever is certainly one of the milder ones, but it plays havoc with his sensory processing if it’s a particularly potent spell. 1/	Nonpersonal_reports
20555	These things are amazing and work great for kids. We used them a lot when my son had whooping cough when he was little. It was one of the only things that helped him. #BwcDeals	Nonpersonal_reports
23542	@JustInCaseKate I can’t risk it. My daughter already has serious neurological issues along with other issues. The neurological information that is coming out right now about #coronavirus is terrifying. If anybody has a seizure disorder, stay home. Don’t f&amp;@k with this. 😷🦠🙏	Nonpersonal_reports
30484	- #LIONSMANE (helps nervous system for those with neurological symptoms) - Diluted #Salinewater (look up its effects on different people. Heart rhythm &amp; energy) - #neuraltherapy if you suffer dyspnea at rest (it worked for me 1st session!)	Self_reports
21664	@Babyfloaties24 My daughter has the same issue.  It couldn't be her asthma that makes her wheeze or cough.  Couldn't be her allergies to every tree, and grass bit that makes her sneeze or eyes watery... nope has to be covid-19 🙄🤦‍♀️	Nonpersonal_reports
20337	@KTRTRS Hon’ble KTR sir, I would like to bring to your notice regarding an incident happened in our family and in society. My father in law was suffering from cough and fever for 4-5 days and they got COVID-19 test done and he was diagnosed -Ve.	Nonpersonal_reports
12242	Loss of smell, taste symptoms can help quarantining potential COVID-19 patients: Study https://t.co/1v4M9Gq1gM	Lit-News_mentions
30171	@WHO Hai i have mild fever symtomps and cough about almost two weeks, is it posible that i got covid19?. if it’s yes, what should i do? and when i should asking for medical care?	Self_reports
30158	T-0Diagnosis Post-nasal drip was bad. Throat is irritated. Can't seem to drink enough water. No headache nor chest pressure. Other than that, I felt ok. Around 1500 my blood pressure drastically fell. Craved sugar. Felt dizzy and out of balance. Went to doc, test was +#Covid19	Self_reports
13517	Coronavirus latest news: Children with Covid-19 may develop neurological symptoms, study finds https://t.co/VP0Ahzuw1h via @Telegraph	Lit-News_mentions
11095	Many Covid-19 patients are reporting neurological symptomshttps://t.co/3SHr35Na4P	Lit-News_mentions
23573	In other news the sky is blue... Of course some mothers are experiencing high anxiety and insomnia, we're the caretakers of our families and our extended families. Not to mention working from home, and doing elearning, with the additional housework of having everyone home.	Nonpersonal_reports
30172	I know what he went through. I can't breathe after carrying about two watermelons and 6 bunches of bananas up a single flight of stairs. Permanent lung scarring... 😕Medical Examiner's Autopsy Reveals George Floyd Had Positive Test For Coronavirus : NPR https://t.co/yefB9Ry108	Self_reports
23222	@KFILE My daughter had COVID-19 (she’s a nurse. Luckily mild case. Loss of sense of smell and taste, low grade fever, etc.) I don’t want tRump anywhere near her.	Nonpersonal_reports
11739	#SARS-CoV-2 Spike Proteins Disrupt the Blood-Brain Barrier, Potentially Raising Risk of Neurological Damage in COVID-19 Patients https://t.co/uw92gX0u8k #science	Lit-News_mentions
21932	1.) COVID-19 is powerful. My father had been sick for almost 21 days and was at his worst on his 7th/8th day. I had fever for 3 days and severe fatigue for like 10 days which wouldn’t even let me move. It breaks you from inside, especially the elderly.	Nonpersonal_reports
14281	Over half of coronavirus patients in Spain have developed neurological problems, studies show https://t.co/lTyRXqTded via @elpaisinenglish	Lit-News_mentions
10942	Why COVID-19 Patients, Survivors Suffer Cardiac Problem, Neurological Disorders − Experts https://t.co/nTmt1XjsXs https://t.co/1mHi9xa2xl	Lit-News_mentions
13717	@Cleavon_MD @COVKIDProject COVID-19 and children: Doctors see link between virus and neurological side effectsEmerging research highlights a connection between COVID-19 and significant neurological effects in young brains. https://t.co/OyWRGLGiv2	Lit-News_mentions
20692	On May 1st, 2020, over fonecall-•Severe body pain•Flu like symptoms •Difficulty breathing•Heavy dry cough•Been given antibioticsMedical professionals took COVID-19 Test for inmates and my mother. @TamimBinHamad @amnesty @amnestypress @MofaQatar_EN @hrw	Nonpersonal_reports
12915	Should we be screening for smell and taste loss? Find out about research from UC San Diego Health investigating the prevalence of a loss of smell and taste among #COVID19 patients: https://t.co/rtBf3CkGEm	Lit-News_mentions
20561	Kids home from Day 1. One of my daughter's classmates came to school with 'all symptoms of coronavirus'. Cough, fever. Her mum wouldn't come and pick her up so she stayed at school all day. Daughter hugged her (before finding out). Oh well. That was good while it lasted 🤕	Nonpersonal_reports
31253	I still have unexplained issues with my lower body, so whilst I can walk and run, I still cannot; 1. Lift myself off toilet/chair using legs alone 2. Walk up/down stairs without pain and serious effort (takes a long time too) 3. Get up from even a slight squat position 2/n	Self_reports
11903	Recent studies have shown that a substantial number of #COVID19 patients develop neurological manifestations. Read more 👇https://t.co/iwDblMg80z#ForeverKings🦁	Lit-News_mentions
21437	“My mom coughing all around the house after trump tested positive for covid,” she captioned one video, which featured audio of Cardi B saying, “That’s suspicious.” In another video, she describes her own symptoms, writing, “when my lungs hurt and its hard for me to breathe.”	Nonpersonal_reports
21720	This already was, both my wife and I remember this being a symptom weeks ago.We remember joking about it.BBC News - Coronavirus symptoms: UK adds loss of smell and taste to list https://t.co/ZyLUU7xSG4	Nonpersonal_reports
20470	My mum thinks my brother has coronavirus bc he’s lost his sense of smell and taste and also has a vile cough	Nonpersonal_reports
22913	My sister has to be tested for covid-19 before she can get a procedure done. Since her kids were running a fever last week, they are afraid they might have had it and she could be asymptomatic.	Nonpersonal_reports
21044	My mom hasn't been feeling well this week &amp; for the past two days we shared symptoms. Fever, slowly losing sense of taste, ate pap with milk most times She got her results last night.. Tested positive for covid19.Schools opening was just danger waiting to happen. 😥 but we ok	Nonpersonal_reports
10782	@GovLarryHogan @JohnsHopkins @BloombergDotOrg Boost the lungsNot yet medicine cure viruses, asthma, COPD, Chonic bronchitis, difficult breathing, but the health of the patients makes great difference. Most death cases had other diseases#coronavirus #Covid19 #asthma  #COPD #bronchitis #pneumonitis https://t.co/9MBWoNWvWg https://t.co/0ks76hUjaz	Lit-News_mentions
13963	News and Trends: One trick to distinguish these illnesses is to look at their most common first symptom: Coronavirus patients, for instance, often develop a fever before a cough. https://t.co/EGiXg1RRr6 #CrisisManagement #NewsandTrends #Coronavirus	Lit-News_mentions
11257	RESEARCHERS COLLECT DATA TO DETERMINE DURATION, DEPTH OF HEALTH CONSEQUENCES FROM COVID-19Clinics offer specialized care for survivors with scarred lungs, chronic heart damage, post-viral fatigue, and more.https://t.co/xn8537rw1z#cysticfibrosis #stayhome #longhaulercovid19 https://t.co/PtctsudG2R	Lit-News_mentions
11106	Coronavirus patients usually have symptoms such as cold, cough, sore throat, shortness of breath, followed by the risk of pneumonia and kidney damage.  #IndiaHidingCoronaStrike https://t.co/ia5sOsEHem	Lit-News_mentions
13038	Even mild coronavirus cases can cause lasting cardiovascular damage, study shows https://t.co/M0Sl2ZFtdi via @TheWeek	Lit-News_mentions
30797	Still the same. In bed or asleep a large portion of each day. Sometimes have energy & feel my normal self- do a little cleaning etc & then I end up back to feeling pain/exhaustion/dizzy/nauseous/weak etc. work ignoring me & not paying me anymore. My life is upside down	Self_reports
14085	Study finds lasting fatigue common after COVID-19 infection - [Coronavirus, Mental Health], Source: ScienceDaily - https://t.co/J6FUETI54I https://t.co/UwemIYRHJA	Lit-News_mentions
21951	My son, who is 7, cannot go to see his doctor for a fever he has had because he has to get a COVID-19 test first. He has already been on antibiotics and now has to wait for an appointment at a special facility for this test and then wait for the results and then...	Nonpersonal_reports
11330	Unexpected COVID-19 infection symptoms include lesions on patients’ hands and feet, nausea, diarrhea, loss of smell and appetite, and confusion. - https://t.co/9zEAFTeOXc @AARP #member	Lit-News_mentions
20935	Had coffee with an Epidemiologist. He knows shit about communicable disease &amp; more importantly... statistics!#covid19 is just annual flu &amp; you didn't give a shit last year! This year it mutated to be more resilient in fresh air.Cover cough, smother snot &amp; be a #normalhuman	Nonpersonal_reports
11579	Overuse of CT is becoming a threat to Lungs !! https://t.co/0MabbguzjS Covid, Medical Devices The reason for using CT scans is that the novel coronavirus in extreme cases is known to cause damage to the lungs, right from cough and loss of smell in the f… https://t.co/cbuwTOTQ4m	Lit-News_mentions
12184	#HEALTH - Over Half of COVID-19 Patients in a New Study Are Suffering Long-Term Fatigue https://t.co/Xv8rRldCMj	Lit-News_mentions
11380	Loss of smell and taste validated as COVID-19 symptoms in patients with high recovery rate - Neuroscience News https://t.co/EqjD1SpPgm	Lit-News_mentions
11847	Two thirds of adults with non-critical COVID-19 in an observational study had persistent symptoms up to 2 months after initial symptom onset, including loss of taste or smell, difficulty breathing, or fatigue. https://t.co/lQMnB8GjFb	Lit-News_mentions
12305	New Spanish study in @GreenJournal finds “some form of neurological symptom” in 57% of a sample of 841 COVID-19 patients. This included many unspecific symptoms, e.g. myalgias (17%), headache (14%) and dizziness (6%), but also ... (1/2)https://t.co/RmgfxlvkeX	Lit-News_mentions
30375	You have to get it from your GP, I’m on Bisoprolol fumarate. It blocks Adrenalin. Before my heartrate kept between 100- 150bpm, hardly coming down. Now have been on it for 3 weeks- hr is about 55 sleeping, 65-80 sitting, 80-100 standing & 120 walking. Much more do-able.	Self_reports
13722	Stroke, psychosis, &amp; dementia-like symptoms in some COVID patients - https://t.co/BUCsMBH0E4 study of 153 patients treated in UK hospitals during the acute phase of the COVID-19 pandemic describes a range of neurological &amp; psychiatric complications that may be linked to the di...	Lit-News_mentions
22318	Some lady called my sister's clinic because her dog was sneezing and she was worried he had Coronavirus. One of the vets went to the clinic just to look at him and the dog was no longer sneezing. Turns out she had been disinfecting his nose with chlorhexidine	Nonpersonal_reports
30157	T-1Woke up absolutely parched. Throat burns. Slept with mouth open due to difficulty breathing. I had a slight headache all day. Sometime in the afternoon, I felt on and off pressure on my chest with sharp pain. Lasted about a couple of hours. #Covid19	Self_reports
14053	Sudden Loss Of Smell Could Be Tell-Tale Sign Of COVID-19 via @IFLScience: https://t.co/aKy6eRTMbD	Lit-News_mentions
13199	KCL coronavirus study “suggests that skin rash should urgently be added to the NHS list of official COVID-19 symptoms, along w fever, persistent cough and loss of smell”. Please consider using the app even if you’re well, it contributes to vital research. https://t.co/uHZWWUlTe9	Lit-News_mentions
10439	Take-Away #3: Diarrhea may be the first image-apparent indication of GI manifestation of disease in #COVID19 patients, and the authors suggest we should comment on this more often when present. 18/19	Lit-News_mentions
13755	READ THIS: Asymptomatic Mild Coronavirus Cases Give You A Co-morbidityMany patients who survive the ICU may have permanent disabilities with damage to their lungs, heart, vascular system, permanent neurological injuries, and cognitive deficits...https://t.co/zVJzN5MvHq 08 https://t.co/6VEeuwuzVd	Lit-News_mentions
22069	"""""""""""""""My wife didn't have a fever or a cough"""""""" - therefore Mr Cummings - she didn't have the known symptoms of COVID-19 then did she????"""""""	Nonpersonal_reports
12991	a group of recovered patients of COVID19 experience sustained shortness of breath. https://t.co/B0knW26caK It might take them years to fully recover https://t.co/mJl1SVqraQ https://t.co/0l5h306yqr	Lit-News_mentions
12807	@mohammedhersi There are a number of patients who have “recovered” from COVID-19 but various symptoms linger on for several weeks or months- the long haul COVID affecting several body systems. Chronic fatigue, mental cob webs, breathing difficulties etc.	Lit-News_mentions
23075	So medical people are a pack of heroes cause of coronavirus? My sister (a nurse) got her nursing friends to jump down my throat when I visited mum in hospital cause I hadn't exercised her even though she refused to cause she was in a lot of pain &amp; could hardly walk.	Nonpersonal_reports
22902	// coronavirussorry for this, i just had to rant someone who im in close contact with in schools sister has coronavirus and he still came into school, nonetheless my throat is dry and im struggling to breathe and panicking :] my dads high risk and the thought of me going to	Nonpersonal_reports
13433	READ THIS: Asymptomatic Mild Coronavirus Cases Give You A Co-morbidityMany patients who survive the ICU may have permanent disabilities with damage to their lungs, heart, vascular system, permanent neurological injuries, and cognitive deficits...https://t.co/zVJzN5uUiQ 15 https://t.co/fggwn6GiiD	Lit-News_mentions
22113	@SethAbramson Myself, my Mother and my boyfriend all had covid-19we did not present  with fever, 2 hospitalized with pneumonia only one had low fever for 2 days a week into infectionall of us had different symptomsall tested positive	Nonpersonal_reports
30914	Got pain at base of my skull, began this morning. I've taken extra paracetamol and extra CBD on top of my other pain meds. It's lingering and uncomfortable.	Self_reports
11074	Ominous new study links COVID-19 to strokes and psychosis: An ominous new study suggests that COVID-19 may be linked to psychological and neurological conditions including strokes and psychosis. Published in the journal Lancet Psychiatry, the… https://t.co/2fgada4PYB #FauciHero https://t.co/2vWCVq5Vri	Lit-News_mentions
